aaer_release_to_party_fkey,aaer_release_fkey,raw_name,party_type_fkey,type,auditor_fkey,auditor_name,auditor_affiliate_fkey,aud_aff_name,cik,company_name,law_firm_fkey,law_firm_name
4281,1904,Cbot Holdings Inc,3,Entity,,,,,1161448,CBOT HOLDINGS  INC,,
4284,1904,CNA Financial Corp,3,Entity,,,,,21175,CNA FINANCIAL CORP,,
4285,1904,Sears Holdings Corp,3,Entity,,,,,1310067,SEARS HOLDINGS CORP,,
4287,1904,"Servicemaster Co, LLC",3,Entity,,,,,1052045,"SERVICEMASTER CO, LLC",,
4288,1904,USG Corp,3,Entity,,,,,757011,USG CORP,,
4289,1904,Walgreen Co,3,Entity,,,,,104207,WALGREEN CO,,
4293,1905,New Century Financial Corp,3,Entity,,,,,1287286,NEW CENTURY FINANCIAL CORP,,
4297,1906,Newpark Resources Inc,3,Entity,,,,,71829,NEWPARK RESOURCES INC,,
4303,639,Enron Corp,3,Entity,,,,,1024401,ENRON CORP/OR/,,
4305,1907,Sunrise Senior Living Inc,3,Entity,,,,,1011064,SUNRISE SENIOR LIVING INC,,
4314,1909,Sunrise Senior Living Inc,3,Entity,,,,,1011064,SUNRISE SENIOR LIVING INC,,
4327,1914,"Exotics.com, Inc.",3,Entity,,,,,1104220,EXOTICS COM INC,,
4330,1915,Peregrine Systems Inc,3,Entity,,,,,1031107,PEREGRINE SYSTEMS INC,,
4334,1916,Hawk Corp,3,Entity,,,,,849240,HAWK CORP,,
4336,1917,Peregrine Systems Inc,3,Entity,,,,,1031107,PEREGRINE SYSTEMS INC,,
4339,1918,Technip,3,Entity,,,,,1157654,TECHNIP,,
4340,1918,"KBR, Inc.",3,Entity,,,,,1357615,"KBR, INC.",,
4341,1918,Halliburton Co,3,Entity,,,,,45012,HALLIBURTON CO,,
4344,1919,American Home Mortgage Investment Corp,3,Entity,,,,,1256536,AMERICAN HOME MORTGAGE INVESTMENT CORP,,
4348,1920,Halliburton Co,3,Entity,,,,,45012,HALLIBURTON CO,,
4349,1920,"KBR, Inc.",3,Entity,,,,,1357615,"KBR, INC.",,
4351,1921,"Advanced Materials Group, Inc.",3,Entity,,,,,806514,"Advanced Materials Group, Inc.",,
4354,1923,"Exotics.com, Inc.",3,Entity,,,,,1104220,EXOTICS COM INC,,
4357,1924,"Equus Total Return, Inc.",3,Entity,,,,,878932,"EQUUS TOTAL RETURN, INC.",,
4361,1925,Winstar Communications Inc,3,Entity,,,,,868797,WINSTAR COMMUNICATIONS INC,,
4364,1926,"Advanced Materials Group, Inc.",3,Entity,,,,,806514,"Advanced Materials Group, Inc.",,
4367,1927,"Monster Worldwide, Inc.",3,Entity,,,,,1020416,"MONSTER WORLDWIDE, INC.",,
4374,1789,Kb Home,3,Entity,,,,,795266,KB HOME,,
4378,1790,"Mcafee, Inc.",3,Entity,,,,,890801,"McAfee, Inc.",,
4387,1791,American Home Mortgage Investment Corp,3,Entity,,,,,1256536,AMERICAN HOME MORTGAGE INVESTMENT CORP,,
4389,717,Hexagon Consolidated Companies Of America Inc,3,Entity,,,,,1010474,HEXAGON CONSOLIDATED COMPANIES OF AMERICA INC,,
4403,715,Acrodyne Communications Inc,3,Entity,,,,,883296,ACRODYNE COMMUNICATIONS INC,,
4406,1934,"Merrill Lynch & Co., Inc.",3,Entity,,,,,65100,"MERRILL LYNCH & CO., INC.",,
4407,1934,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
4408,1934,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
7786,1303,MQ Associates Inc.,3,Entity,,,,,1198233,MQ ASSOCIATES INC,,
4426,1937,"Exotics.com, Inc.",3,Entity,,,,,1104220,EXOTICS COM INC,,
4429,1938,Collins & Aikman Corp,3,Entity,,,,,846815,COLLINS & AIKMAN CORP,,
4451,1942,Regions Financial Corp,3,Entity,,,,,1281761,REGIONS FINANCIAL CORP,,
4452,1942,Helios Select Fund Inc,3,Entity,,,,,1072377,HELIOS SELECT FUND INC,,
4453,1942,"Helios High Income Fund, Inc",3,Entity,,,,,1227122,"HELIOS HIGH INCOME FUND, INC",,
4454,1942,"Helios Multi-sector High Income Fund, Inc.",3,Entity,,,,,1343602,"HELIOS MULTI-SECTOR HIGH INCOME FUND, INC.",,
4455,1942,"Helios Strategic Income Fund, Inc",3,Entity,,,,,1275902,"HELIOS STRATEGIC INCOME FUND, INC",,
4456,1942,"Helios Advantage Income Fund, Inc.",3,Entity,,,,,1302246,"HELIOS ADVANTAGE INCOME FUND, INC.",,
4458,1943,Symbol Technologies Inc,3,Entity,,,,,278352,SYMBOL TECHNOLOGIES INC,,
4460,1944,TVI Corp,3,Entity,,,,,352079,TVI CORP,,
4462,1945,Exotics Com Inc,3,Entity,,,,,1104220,EXOTICS COM INC,,
4465,1985,Activision Blizzard Inc,3,Entity,,,,,718877,"Activision Blizzard, Inc.",,
4466,1985,Vivendi Sa,3,Entity,,,,,1071986,VIVENDI SA,,
4469,1987,Bally Gaming Inc,3,Entity,,,,,914344,BALLY GAMING INC,,
4470,1987,Bally Technologies Inc,3,Entity,,,,,2491,"BALLY TECHNOLOGIES, INC.",,
4472,1988,Bally Gaming Inc,3,Entity,,,,,914344,BALLY GAMING INC,,
4473,1988,Bally Technologies Inc,3,Entity,,,,,2491,"BALLY TECHNOLOGIES, INC.",,
4475,1990,Retail Pro Inc,3,Entity,,,,,866535,"Retail Pro, Inc.",,
4478,1991,Duane Reade Inc,3,Entity,,,,,895364,DUANE READE INC,,
4479,1991,Duane Reade Holdings Inc,3,Entity,,,,,1279172,DUANE READE HOLDINGS INC,,
4481,1992,Duane Reade Inc,3,Entity,,,,,895364,DUANE READE INC,,
4482,1992,Duane Reade Holdings Inc,3,Entity,,,,,1279172,DUANE READE HOLDINGS INC,,
4486,1994,Merl Holdings Inc Com,3,Entity,,,,,1094015,MERL HOLDINGS INC COM,,
4496,1996,Ucbh Holdings Inc,3,Entity,,,,,1061580,UCBH HOLDINGS INC,,
4501,1998,World Surveillance Group Inc,3,Entity,,,,,919742,World Surveillance Group Inc.,,
4503,1999,Warner Media Llc,3,Entity,,,,,1105705,"WARNER MEDIA, LLC",,
4506,2001,Spectrum Group International Inc,3,Entity,,,,,895516,"SPECTRUM GROUP INTERNATIONAL, INC.",,
4508,2002,Spectrum Group International Inc,3,Entity,,,,,895516,"SPECTRUM GROUP INTERNATIONAL, INC.",,
4509,2002,Afinsa Bienes Tangibles S A,3,Entity,,,,,1043381,AFINSA BIENES TANGIBLES S A,,
4512,2003,Syntax-brillian Corp,3,Entity,,,,,1232229,SYNTAX-BRILLIAN CORP,,
4514,2004,Longtop Financial Technologies Ltd,3,Entity,,,,,1412494,LONGTOP FINANCIAL TECHNOLOGIES LTD,,
4516,2005,Retail Pro Inc,3,Entity,,,,,866535,"Retail Pro, Inc.",,
4519,2006,Brooke Corp,3,Entity,,,,,834408,BROOKE CORP,,
4520,2006,Brooke Capital Corp,3,Entity,,,,,1082084,BROOKE CAPITAL CORP,,
4521,2006,Aleritas Capital Corp,3,Entity,,,,,1325823,Aleritas Capital Corp.,,
4523,2007,Brooke Corp,3,Entity,,,,,834408,BROOKE CORP,,
4524,2007,Aleritas Capital Corp,3,Entity,,,,,1325823,Aleritas Capital Corp.,,
4525,2007,Brooke Capital Corp,3,Entity,,,,,1082084,BROOKE CAPITAL CORP,,
4531,2008,Syntax-brillian Corp,3,Entity,,,,,1232229,SYNTAX-BRILLIAN CORP,,
4535,2009,Beazer Homes Usa Inc,3,Entity,,,,,915840,BEAZER HOMES USA INC,,
4540,2010,American Home Mortgage Investment Corp,3,Entity,,,,,1256536,AMERICAN HOME MORTGAGE INVESTMENT CORP,,
4542,2011,World Fuel Services Corp,3,Entity,,,,,789460,WORLD KINECT CORP,,
4544,2012,Ictv Brands Inc,3,Entity,,,,,1076522,ICTV Brands Inc.,,
4546,2013,Ictv Brands Inc,3,Entity,,,,,1076522,ICTV Brands Inc.,,
4548,2014,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
4549,2014,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
4555,2017,Ictv Brands Inc,3,Entity,,,,,1076522,ICTV Brands Inc.,,
4566,2019,Brooke Corp,3,Entity,,,,,834408,BROOKE CORP,,
4567,2019,Brooke Capital Corp,3,Entity,,,,,1082084,BROOKE CAPITAL CORP,,
4568,2019,Aleritas Capital Corp,3,Entity,,,,,1325823,Aleritas Capital Corp.,,
4578,2022,Basin Water Inc,3,Entity,,,,,1352045,"Basin Water, Inc.",,
4580,2023,Enterasys Networks Inc /de/,3,Entity,,,,,846909,ENTERASYS NETWORKS INC /DE/,,
4584,2024,Arthrocare Corp,3,Entity,,,,,1005010,ARTHROCARE CORP,,
4586,2025,Starmedia Network Inc,3,Entity,,,,,1057334,STARMEDIA NETWORK INC,,
4594,2027,Regions Financial Corp,3,Entity,,,,,1281761,REGIONS FINANCIAL CORP,,
4595,2027,Helios Select Fund Inc,3,Entity,,,,,1072377,HELIOS SELECT FUND INC,,
4596,2027,Helios High Income Fund Inc,3,Entity,,,,,1227122,"HELIOS HIGH INCOME FUND, INC",,
4597,2027,Helios Multi-sector High Income Fund Inc,3,Entity,,,,,1343602,"HELIOS MULTI-SECTOR HIGH INCOME FUND, INC.",,
4598,2027,Helios Strategic Income Fund Inc,3,Entity,,,,,1275902,"HELIOS STRATEGIC INCOME FUND, INC",,
4599,2027,Helios Advantage Income Fund Inc,3,Entity,,,,,1302246,"HELIOS ADVANTAGE INCOME FUND, INC.",,
4602,621,Southmark Advisory Inc,3,Entity,,,,,911818,"SOUTHMARK, INC.",,
4605,620,Motorcar Parts Of America Inc,3,Entity,,,,,918251,MOTORCAR PARTS OF AMERICA INC,,
4614,614,Solucorp Industries Ltd,3,Entity,,,,,1051720,SOLUCORP INDUSTRIES LTD,,
4619,640,"Anika Therapeutics, Inc.",3,Entity,,,,,898437,"Anika Therapeutics, Inc.",,
4623,641,Hbo & Co,3,Entity,,,,,310377,HBO & CO,,
4624,641,Mckesson Corp,3,Entity,,,,,927653,MCKESSON CORP,,
4633,644,Daegis Inc.,3,Entity,,,,,880562,DAEGIS INC.,,
4642,1947,"iWorld Projects & Systems, Inc.",3,Entity,,,,,1140298,"iWorld Projects & Systems, Inc.",,
4645,1948,McKesson Corp,3,Entity,,,,,927653,MCKESSON CORP,,
4648,1949,Royal Ahold,3,Entity,,,,,869425,Royal Ahold Delhaize,,
4649,1949,US Foodservice,3,Entity,,,,,928395,US FOODSERVICE/MD/,,
4651,1950,"Comverse Technology, Inc",3,Entity,,,,,803014,COMVERSE TECHNOLOGY INC/NY/,,
4659,1952,Bernard L. Madoff Investment Securities LLC,3,Entity,,,,,61369,BERNARD L. MADOFF INVESTMENT SECURITIES LLC,,
4666,1953,Peregrine Systems Inc,3,Entity,,,,,1031107,PEREGRINE SYSTEMS INC,,
4669,1954,Brocade Communications Systems Inc,3,Entity,,,,,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,,
4687,1957,"Just For Feet, Inc.",3,Entity,,,,,918111,JUST FOR FEET INC,,
4692,1959,American International Group,3,Entity,,,,,5272,"AMERICAN INTERNATIONAL GROUP, INC.",,
4693,1959,Prudential Financial Inc,3,Entity,,,,,1137774,PRUDENTIAL FINANCIAL INC,,
4695,650,Dglv Inc,3,Entity,,,,,1068169,DGLV INC,,
4697,651,Dglv Inc,3,Entity,,,,,1068169,DGLV INC,,
4701,1960,World Health Alternatives Inc,3,Entity,,,,,1169709,WORLD HEALTH ALTERNATIVES INC,,
4703,1961,Bally Total Fitness Holding Corp,3,Entity,,,,,770944,BALLY TOTAL FITNESS HOLDING CORP,,
4706,1962,Bally Total Fitness Holding Corp,3,Entity,,,,,770944,BALLY TOTAL FITNESS HOLDING CORP,,
4710,652,Gemstar Tv Guide International Inc,3,Entity,,,,,923282,GEMSTAR TV GUIDE INTERNATIONAL INC,,
4713,654,Symbol Technologies Inc,3,Entity,,,,,278352,SYMBOL TECHNOLOGIES INC,,
4715,1963,"Tvia, Inc.",3,Entity,,,,,1109279,TVIA INC,,
4721,1968,Quest Resource Corp,3,Entity,,,,,775351,QUEST RESOURCE CORP,,
4722,1968,"Quest Energy Partners, L.p.",3,Entity,,,,,1407185,"Quest Energy Partners, L.P.",,
4727,1969,Quest Resource Corp,3,Entity,,,,,775351,QUEST RESOURCE CORP,,
4728,1969,"Quest Energy Partners, L.p.",3,Entity,,,,,1407185,"Quest Energy Partners, L.P.",,
4733,1970,Quest Resource Corp,3,Entity,,,,,775351,QUEST RESOURCE CORP,,
4734,1970,"Quest Energy Partners, L.p.",3,Entity,,,,,1407185,"Quest Energy Partners, L.P.",,
4739,1971,Merge Healthcare Inc.,3,Entity,,,,,944765,MERGE HEALTHCARE INC,,
4741,1972,Voip Inc,3,Entity,,,,,1100954,VOIP INC,,
4743,1973,"Merrill Lynch & Co., Inc.",3,Entity,,,,,65100,"MERRILL LYNCH & CO., INC.",,
4744,1973,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
4745,1973,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
4758,2030,Robotic Vision Systems Inc,3,Entity,,,,,225868,ROBOTIC VISION SYSTEMS INC,,
4760,2031,Safenet Inc,3,Entity,,,,,850313,SAFENET INC,,
4762,2032,Huntington Bancshares Inc /md/,3,Entity,,,,,49196,HUNTINGTON BANCSHARES INC /MD/,,
4767,2034,Thor Industries Inc,3,Entity,,,,,730263,THOR INDUSTRIES INC,,
4772,2035,Locateplus Holdings Corp,3,Entity,,,,,1160084,LOCATEPLUS HOLDINGS CORP,,
4776,2036,Embarcadero Technologies Inc,3,Entity,,,,,1107112,EMBARCADERO TECHNOLOGIES INC,,
4778,2037,Maxim Integrated Products Inc,3,Entity,,,,,743316,MAXIM INTEGRATED PRODUCTS INC,,
4781,2038,Michael Baker Corp,3,Entity,,,,,9263,MICHAEL BAKER CORP,,
4783,2039,Powder River Petroleum International Inc,3,Entity,,,,,1125557,"POWDER RIVER PETROLEUM INTERNATIONAL, INC.",,
4786,2041,Gsi Group Inc,3,Entity,,,,,1050925,GSI GROUP INC,,
4788,2042,Gsi Group Inc,3,Entity,,,,,1050925,GSI GROUP INC,,
4792,2053,Zale Corp,3,Entity,,,,,109156,ZALE CORP,,
4797,2056,Powder River Petroleum International Inc,3,Entity,,,,,1125557,"POWDER RIVER PETROLEUM INTERNATIONAL, INC.",,
4801,2057,Powder River Petroleum International Inc,3,Entity,,,,,1125557,"POWDER RIVER PETROLEUM INTERNATIONAL, INC.",,
4804,1666,Home Solutions Of America Inc,3,Entity,,,,,855424,HOME SOLUTIONS OF AMERICA INC,,
4807,2058,Powder River Petroleum International Inc,3,Entity,,,,,1125557,"POWDER RIVER PETROLEUM INTERNATIONAL, INC.",,
4811,1668,Black Box Corp,3,Entity,,,,,849547,BLACK BOX CORP,,
4813,2059,Powder River Petroleum International Inc,3,Entity,,,,,1125557,"POWDER RIVER PETROLEUM INTERNATIONAL, INC.",,
4820,2060,Vitesse Semiconductor Corp,3,Entity,,,,,880446,VITESSE SEMICONDUCTOR CORP,,
4822,2061,Vitesse Semiconductor Corp,3,Entity,,,,,880446,VITESSE SEMICONDUCTOR CORP,,
4823,1669,World Health Alternatives Inc,3,Entity,,,,,1169709,WORLD HEALTH ALTERNATIVES INC,,
4826,2063,Embarcadero Technologies Inc,3,Entity,,,,,1107112,EMBARCADERO TECHNOLOGIES INC,,
4830,1670,Bally Total Fitness Holding Corp,3,Entity,,,,,770944,BALLY TOTAL FITNESS HOLDING CORP,,
4837,2066,Satyam Computer Services Ltd,3,Entity,,,,,1106056,SATYAM COMPUTER SERVICES LTD,,
4840,2067,World Surveillance Group Inc,3,Entity,,,,,919742,World Surveillance Group Inc.,,
4844,1671,Bally Total Fitness Holding Corp,3,Entity,,,,,770944,BALLY TOTAL FITNESS HOLDING CORP,,
4848,1672,Bally Total Fitness Holding Corp,3,Entity,,,,,770944,BALLY TOTAL FITNESS HOLDING CORP,,
4856,2070,Maxim Integrated Products Inc,3,Entity,,,,,743316,MAXIM INTEGRATED PRODUCTS INC,,
4858,2071,Starmedia Network Inc,3,Entity,,,,,1057334,STARMEDIA NETWORK INC,,
4862,2072,Koss Corp,3,Entity,,,,,56701,KOSS CORP,,
4864,2073,Beazer Homes Usa Inc,3,Entity,,,,,915840,BEAZER HOMES USA INC,,
4866,2074,Indymac Bancorp Inc,3,Entity,,,,,773468,INDYMAC BANCORP INC,,
4870,1673,Bally Total Fitness Holding Corp,3,Entity,,,,,770944,BALLY TOTAL FITNESS HOLDING CORP,,
4878,1674,Bally Total Fitness Holding Corp,3,Entity,,,,,770944,BALLY TOTAL FITNESS HOLDING CORP,,
4879,1674,Bally Total Fitness Corp,3,Entity,,,,,1265245,BALLY TOTAL FITNESS CORP,,
4881,2077,Ricebran Technologies,3,Entity,,,,,1063537,RiceBran Technologies,,
4883,2078,Mca Financial Corp /mi/,3,Entity,,,,,880935,MCA FINANCIAL CORP /MI/,,
4887,1675,Bally Total Fitness Holding Corp,3,Entity,,,,,770944,BALLY TOTAL FITNESS HOLDING CORP,,
4890,2079,Ricebran Technologies,3,Entity,,,,,1063537,RiceBran Technologies,,
4893,1676,Bally Total Fitness Holding Corp,3,Entity,,,,,770944,BALLY TOTAL FITNESS HOLDING CORP,,
4897,2080,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
4898,2080,Enron North America Corp,3,Entity,,,,,1043166,ENRON NORTH AMERICA CORP,,
4900,1677,Bally Total Fitness Holding Corp,3,Entity,,,,,770944,BALLY TOTAL FITNESS HOLDING CORP,,
4903,2082,Fischer Imaging Corp,3,Entity,,,,,750901,FISCHER IMAGING CORP,,
4906,1678,US Foodservice Inc,3,Entity,,,,,928395,US FOODSERVICE/MD/,,
4908,1678,Royal Ahold NV,3,Entity,,,,,869425,Royal Ahold Delhaize,,
4910,2083,American Italian Pasta Co,3,Entity,,,,,849667,AMERICAN ITALIAN PASTA CO,,
4918,2085,Fischer Imaging Corp,3,Entity,,,,,750901,FISCHER IMAGING CORP,,
4921,2086,Deerfield Capital Management Llc,3,Entity,,,,,1031037,DEERFIELD CAPITAL MANAGEMENT LLC                        /ADV,,
4926,1679,New Century Financial Corp,3,Entity,,,,,1287286,NEW CENTURY FINANCIAL CORP,,
4929,2088,Innospec Inc,3,Entity,,,,,1054905,INNOSPEC INC.,,
4933,1680,SafeNet Inc,3,Entity,,,,,850313,SAFENET INC,,
4941,1681,SafeNet Inc,3,Entity,,,,,850313,SAFENET INC,,
4945,2090,Nic Inc,3,Entity,,,,,1065332,NIC INC,,
4950,2091,Ictv Brands Inc,3,Entity,,,,,1076522,ICTV Brands Inc.,,
4951,1682,SafeNet Inc,3,Entity,,,,,850313,SAFENET INC,,
4955,2092,Image Innovations Holdings Inc,3,Entity,,,,,1063842,IMAGE INNOVATIONS HOLDINGS INC,,
4956,1683,SafeNet Inc,3,Entity,,,,,850313,SAFENET INC,,
4958,2093,Koss Corp,3,Entity,,,,,56701,KOSS CORP,,
4966,2095,Alternative Construction Technologies Inc,3,Entity,,,,,1337566,"Alternative Construction Technologies, Inc.",,
4967,2095,Wherevertv Broadcasting Corp,3,Entity,,,,,1009624,WhereverTV Broadcasting Corp,,
4968,2095,Organa Technologies Group Inc,3,Entity,,,,,1301180,"Organa Technologies Group, Inc.",,
4977,2098,Countrywide Financial Corp,3,Entity,,,,,25191,COUNTRYWIDE FINANCIAL CORP,,
4979,2099,Maxim Integrated Products Inc,3,Entity,,,,,743316,MAXIM INTEGRATED PRODUCTS INC,,
4982,2100,Sterling Financial Corp /wa/,3,Entity,,,,,891106,STERLING FINANCIAL CORP /WA/,,
4986,1845,Dell Inc,3,Entity,,,,,826083,DELL INC,,
4989,1846,China Energy Savings Technology Inc,3,Entity,,,,,1119601,"CHINA ENERGY SAVINGS TECHNOLOGY, INC.",,
4991,1847,Delphi Corp,3,Entity,,,,,1072342,DELPHI CORP,,
4993,1686,American Home Mortgage Investment Corp,3,Entity,,,,,1256536,AMERICAN HOME MORTGAGE INVESTMENT CORP,,
4995,1848,Carters Inc,3,Entity,,,,,1060822,CARTERS INC,,
4997,1849,21st Century Technologies Inc,3,Entity,,,,,1090870,21ST CENTURY TECHNOLOGIES INC,,
5004,1851,Theradoc Inc,3,Entity,,,,,1328580,TheraDoc Inc,,
5005,1851,Hospira Inc,3,Entity,,,,,1274057,HOSPIRA INC,,
5007,1853,Delphi Corp,3,Entity,,,,,1072342,DELPHI CORP,,
5011,1854,Paradigm Tactical Products Inc,3,Entity,,,,,1330254,PARADIGM TACTICAL PRODUCTS INC,,
5018,1856,Dell Inc,3,Entity,,,,,826083,DELL INC,,
5023,1857,Dell Inc,3,Entity,,,,,826083,DELL INC,,
5028,1858,Dell Inc,3,Entity,,,,,826083,DELL INC,,
5030,1859,Dell Inc,3,Entity,,,,,826083,DELL INC,,
5040,1688,Tvia Inc,3,Entity,,,,,1109279,TVIA INC,,
5075,1693,"Monster Worldwide, Inc.",3,Entity,,,,,1020416,"MONSTER WORLDWIDE, INC.",,
5080,655,Peregrine Systems Inc,3,Entity,,,,,1031107,PEREGRINE SYSTEMS INC,,
5087,1697,Brantley Capital Corp,3,Entity,,,,,1021009,BRANTLEY CAPITAL CORP,,
5088,1697,Brantley Capital Management LLC,3,Entity,,,,,1035353,BRANTLEY CAPITAL MANAGEMENT LLC,,
5091,1698,IBSG International Inc,3,Entity,,,,,1031905,IBSG INTERNATIONAL INC,,
5094,656,"Mcafee, Inc.",3,Entity,,,,,890801,"McAfee, Inc.",,
5098,657,Dynegy Illinois Inc.,3,Entity,,,,,879215,DYNEGY ILLINOIS INC.,,
5102,658,Interspeed Inc,3,Entity,,,,,1088755,INTERSPEED INC,,
5104,659,Seitel Inc,3,Entity,,,,,750813,SEITEL INC,,
5112,660,Xerox Corp,3,Entity,,,,,108772,XEROX CORP,,
5115,662,"Avis Budget Group, Inc.",3,Entity,,,,,723612,"AVIS BUDGET GROUP, INC.",,
5118,663,Madera International Inc,3,Entity,,,,,810750,MADERA INTERNATIONAL INC,,
5120,664,Mckesson Corp,3,Entity,,,,,927653,MCKESSON CORP,,
5124,665,Cohr Inc,3,Entity,,,,,1005123,COHR INC,,
5126,666,Cohr Inc,3,Entity,,,,,1005123,COHR INC,,
5128,668,Smartalk Teleservices Inc,3,Entity,,,,,1018730,SMARTALK TELESERVICES INC,,
5131,669,Smartalk Teleservices Inc,3,Entity,,,,,1018730,SMARTALK TELESERVICES INC,,
5139,672,Sabratek Corp,3,Entity,,,,,1012480,SABRATEK CORP,,
5144,673,Just For Feet Inc,3,Entity,,,,,918111,JUST FOR FEET INC,,
5151,675,Lason Inc,3,Entity,,,,,1020616,LASON INC,,
5155,678,Eagle Building Technologies Inc,3,Entity,,,,,947431,EAGLE BUILDING TECHNOLOGIES INC,,
5164,1871,American International Group Inc,3,Entity,,,,,5272,"AMERICAN INTERNATIONAL GROUP, INC.",,
5165,1871,Pnc Financial Services Group Inc,3,Entity,,,,,713676,"PNC FINANCIAL SERVICES GROUP, INC.",,
5172,1873,Sentinel Management Group Inc,3,Entity,,,,,319939,SENTINEL MANAGEMENT GROUP INC                           /ADV,,
5174,1875,Speechworks International Inc,3,Entity,,,,,1111345,SPEECHWORKS INTERNATIONAL INC,,
5184,1877,Pegasus Wireless Corp,3,Entity,,,,,1126752,PEGASUS WIRELESS CORP,,
5190,1879,Delphi Corp,3,Entity,,,,,1072342,DELPHI CORP,,
5191,1879,"Capital Solutions Monthly Income Fund, L.P.",3,Entity,,,,,1459455,"Capital Solutions Monthly Income Fund, L.P.",,
5197,1880,"Capital Solutions Monthly Income Fund, L.P.",3,Entity,,,,,1459455,"Capital Solutions Monthly Income Fund, L.P.",,
5198,1880,Delphi Corp,3,Entity,,,,,1072342,DELPHI CORP,,
5205,1882,Home Solutions Of America Inc,3,Entity,,,,,855424,HOME SOLUTIONS OF AMERICA INC,,
5207,1883,New Century Financial Corp,3,Entity,,,,,1287286,NEW CENTURY FINANCIAL CORP,,
5209,1884,New Century Financial Corp,3,Entity,,,,,1287286,NEW CENTURY FINANCIAL CORP,,
5212,1886,Zoltek Companies Inc,3,Entity,,,,,890923,ZOLTEK COMPANIES INC,,
5215,1887,Koss Corp,3,Entity,,,,,56701,KOSS CORP,,
5218,1888,Winstar Communications Inc,3,Entity,,,,,868797,WINSTAR COMMUNICATIONS INC,,
5223,1889,Centerpulse Ltd,3,Entity,,,,,1041073,CENTERPULSE LTD,,
5229,1890,Dell Inc,3,Entity,,,,,826083,DELL INC,,
5232,1967,Pegasus Wireless Corp,3,Entity,,,,,1126752,PEGASUS WIRELESS CORP,,
5234,1700,United Rentals Inc,3,Entity,,,,,1067701,"UNITED RENTALS, INC.",,
5236,1701,Sun-times Media Group Inc,3,Entity,,,,,868512,SUN-TIMES MEDIA GROUP INC,,
5237,1701,Hollinger Inc,3,Entity,,,,,911707,HOLLINGER INC,,
5245,1702,Tombstone Exploration Corp,3,Entity,,,,,1072772,TOMBSTONE EXPLORATION CORP,,
5246,1702,Aftermaster Inc,3,Entity,,,,,836809,"AFTERMASTER, INC.",,
5247,1702,Biocoral Inc,3,Entity,,,,,919605,BIOCORAL INC,,
5248,1702,Centergistic Solutions Inc,3,Entity,,,,,1271805,CENTERGISTIC SOLUTIONS INC,,
5249,1702,Efactor Group Corp,3,Entity,,,,,1158694,EFACTOR GROUP CORP.,,
5251,1703,Newpark Resources Inc,3,Entity,,,,,71829,NEWPARK RESOURCES INC,,
5256,1704,Peregrine Systems Inc,3,Entity,,,,,1031107,PEREGRINE SYSTEMS INC,,
5259,1705,Hayes Lemmerz International Inc,3,Entity,,,,,893670,HAYES LEMMERZ INTERNATIONAL INC,,
5261,1706,Pro After Inc,3,Entity,,,,,1087831,PRO AFTER INC,,
5263,1707,Peregrine Systems Inc,3,Entity,,,,,1031107,PEREGRINE SYSTEMS INC,,
5265,1708,Isilon Systems Inc,3,Entity,,,,,1373671,"Isilon Systems, Inc.",,
5270,1709,Dana Inc,3,Entity,,,,,26780,DANA INC,,
5272,1712,World Surveillance Group Inc,3,Entity,,,,,919742,World Surveillance Group Inc.,,
5285,1740,Qwest Communications International Inc,3,Entity,,,,,1037949,QWEST COMMUNICATIONS INTERNATIONAL INC,,
5288,1741,Us Foodservice/md/,3,Entity,,,,,928395,US FOODSERVICE/MD/,,
5289,1741,Royal Ahold Delhaize,3,Entity,,,,,869425,Royal Ahold Delhaize,,
5292,1742,Ulticom Inc,3,Entity,,,,,1103184,"ULTICOM, INC",,
5296,1744,Astropower Inc,3,Entity,,,,,885672,ASTROPOWER INC,,
5298,1745,Aerosonic Corp /de/,3,Entity,,,,,109471,AEROSONIC CORP /DE/,,
5303,1781,Cardinal Health Inc,3,Entity,,,,,721371,CARDINAL HEALTH INC,,
5305,1782,National Century Financial Enterprises Inc /oh,3,Entity,,,,,1048937,NATIONAL CENTURY FINANCIAL ENTERPRISES INC /OH,,
5308,1783,Kmart Corp,3,Entity,,,,,56824,KMART CORP,,
5311,1792,Gemstar Tv Guide International Inc,3,Entity,,,,,923282,GEMSTAR TV GUIDE INTERNATIONAL INC,,
5314,1793,Krispy Kreme Doughnuts Inc,3,Entity,,,,,1100270,KRISPY KREME DOUGHNUTS INC,,
5316,1794,Quest Software Inc,3,Entity,,,,,1088033,QUEST SOFTWARE INC,,
5320,1797,Brocade Communications Systems Inc,3,Entity,,,,,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,,
5322,1798,Voip Inc,3,Entity,,,,,1100954,VOIP INC,,
5327,1801,Blackberry Ltd,3,Entity,,,,,1070235,BLACKBERRY Ltd,,
5339,1804,Delphi Corp,3,Entity,,,,,1072342,DELPHI CORP,,
